Temp (c),Elevation,Time_observation,timestamp_climate,selected,number,true.positive,positivity.level,actual,notes,validator,Selection,View,Channel,Begin.Time,End.Time,Low.Freq,High.Freq,Common.Name,Species.Code,Confidence,Begin.Path,File.Offset
21.614,9001000,20240126_113000,2024-01-26 11:30:00,FALSE,6071,NA,NA,,,Eliza,3028,Spectrogram 1,1,12,15,0,15000,Green Warbler,grnwar1,0.5187,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_113000.WAV,12
21.614,9001000,20240126_113000,2024-01-26 11:30:00,FALSE,6072,NA,NA,,,Eliza,3029,Spectrogram 1,1,15,18,0,15000,Green Warbler,grnwar1,0.5104,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_113000.WAV,15
22.115,9001000,20240126_123000,2024-01-26 12:30:00,TRUE,6073,TRUE,1,Green,,Eliza,3030,Spectrogram 1,1,72,75,0,15000,Green Warbler,grnwar1,0.6746,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_123000.WAV,72
22.115,9001000,20240126_123000,2024-01-26 12:30:00,FALSE,6074,NA,NA,,,Eliza,3031,Spectrogram 1,1,273,276,0,15000,Green Warbler,grnwar1,0.5074,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_123000.WAV,273
23.115,9001000,20240126_143000,2024-01-26 14:30:00,FALSE,6075,NA,NA,,,Eliza,3032,Spectrogram 1,1,87,90,0,15000,Green Warbler,grnwar1,0.9165,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_143000.WAV,87
23.115,9001000,20240126_143000,2024-01-26 14:30:00,FALSE,6076,NA,NA,,,Eliza,3033,Spectrogram 1,1,99,102,0,15000,Green Warbler,grnwar1,0.5404,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_143000.WAV,99
23.115,9001000,20240126_143000,2024-01-26 14:30:00,TRUE,6077,TRUE,1,Green,,Eliza,3034,Spectrogram 1,1,108,111,0,15000,Green Warbler,grnwar1,0.8368,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_143000.WAV,108
23.115,9001000,20240126_143000,2024-01-26 14:30:00,FALSE,6078,NA,NA,,,Eliza,3035,Spectrogram 1,1,111,114,0,15000,Green Warbler,grnwar1,0.8335,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_143000.WAV,111
23.115,9001000,20240126_143000,2024-01-26 14:30:00,FALSE,6079,NA,NA,,,Eliza,3036,Spectrogram 1,1,117,120,0,15000,Green Warbler,grnwar1,0.7163,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_143000.WAV,117
21.114,9001000,20240126_173000,2024-01-26 17:30:00,TRUE,6080,TRUE,1,Green,,Eliza,3037,Spectrogram 1,1,114,117,0,15000,Green Warbler,grnwar1,0.71,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_173000.WAV,114
21.114,9001000,20240126_173000,2024-01-26 17:30:00,FALSE,6081,NA,NA,,,Eliza,3038,Spectrogram 1,1,117,120,0,15000,Green Warbler,grnwar1,0.6418,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_173000.WAV,117
21.114,9001000,20240126_173000,2024-01-26 17:30:00,FALSE,6082,NA,NA,,,Eliza,3039,Spectrogram 1,1,129,132,0,15000,Green Warbler,grnwar1,0.5211,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_173000.WAV,129
21.114,9001000,20240126_173000,2024-01-26 17:30:00,FALSE,6083,NA,NA,,,Eliza,3040,Spectrogram 1,1,144,147,0,15000,Green Warbler,grnwar1,0.6997,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_173000.WAV,144
21.114,9001000,20240126_173000,2024-01-26 17:30:00,TRUE,6084,TRUE,1,Green,faint,Eliza,3041,Spectrogram 1,1,165,168,0,15000,Green Warbler,grnwar1,0.804,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240126_173000.WAV,165
15.108,9001000,20240127_073000,2024-01-27 07:30:00,TRUE,6085,TRUE,1,Green,song,Eliza,3042,Spectrogram 1,1,45,48,0,15000,Green Warbler,grnwar1,0.7609,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,45
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6086,NA,NA,,,Eliza,3043,Spectrogram 1,1,90,93,0,15000,Green Warbler,grnwar1,0.6698,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,90
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6087,NA,NA,,,Eliza,3044,Spectrogram 1,1,111,114,0,15000,Green Warbler,grnwar1,0.6306,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,111
15.108,9001000,20240127_073000,2024-01-27 07:30:00,TRUE,6088,TRUE,1,Green,,Eliza,3045,Spectrogram 1,1,114,117,0,15000,Green Warbler,grnwar1,0.7401,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,114
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6089,NA,NA,,,Eliza,3046,Spectrogram 1,1,117,120,0,15000,Green Warbler,grnwar1,0.7006,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,117
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6090,NA,NA,,,Eliza,3047,Spectrogram 1,1,120,123,0,15000,Green Warbler,grnwar1,0.6018,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,120
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6091,NA,NA,,,Eliza,3048,Spectrogram 1,1,135,138,0,15000,Green Warbler,grnwar1,0.7048,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,135
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6092,NA,NA,,,Eliza,3049,Spectrogram 1,1,138,141,0,15000,Green Warbler,grnwar1,0.7288,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,138
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6093,NA,NA,,,Eliza,3050,Spectrogram 1,1,147,150,0,15000,Green Warbler,grnwar1,0.7527,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,147
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6094,NA,NA,,,Eliza,3051,Spectrogram 1,1,156,159,0,15000,Green Warbler,grnwar1,0.5087,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,156
15.108,9001000,20240127_073000,2024-01-27 07:30:00,FALSE,6095,NA,NA,,,Eliza,3052,Spectrogram 1,1,252,255,0,15000,Green Warbler,grnwar1,0.7612,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_073000.WAV,252
20.614,9001000,20240127_103000,2024-01-27 10:30:00,FALSE,6096,NA,NA,,,Eliza,3053,Spectrogram 1,1,270,273,0,15000,Green Warbler,grnwar1,0.858,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_103000.WAV,270
20.614,9001000,20240127_103000,2024-01-27 10:30:00,FALSE,6101,NA,NA,,,Eliza,3058,Spectrogram 1,1,288,291,0,15000,Green Warbler,grnwar1,0.5146,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_103000.WAV,288
20.614,9001000,20240127_103000,2024-01-27 10:30:00,FALSE,6102,NA,NA,,,Eliza,3059,Spectrogram 1,1,294,297,0,15000,Green Warbler,grnwar1,0.7736,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_103000.WAV,294
20.614,9001000,20240127_103000,2024-01-27 10:30:00,FALSE,6104,NA,NA,,,Eliza,3061,Spectrogram 1,1,297,300,0,15000,Green Warbler,grnwar1,0.6725,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_103000.WAV,297
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6105,NA,NA,,,Eliza,3062,Spectrogram 1,1,96,99,0,15000,Green Warbler,grnwar1,0.8068,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,96
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6106,NA,NA,,,Eliza,3063,Spectrogram 1,1,117,120,0,15000,Green Warbler,grnwar1,0.6709,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,117
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6107,NA,NA,,,Eliza,3064,Spectrogram 1,1,126,129,0,15000,Green Warbler,grnwar1,0.8657,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,126
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6108,NA,NA,,,Eliza,3065,Spectrogram 1,1,138,141,0,15000,Green Warbler,grnwar1,0.9375,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,138
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6109,NA,NA,,,Eliza,3066,Spectrogram 1,1,141,144,0,15000,Green Warbler,grnwar1,0.6904,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,141
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6110,NA,NA,,,Eliza,3067,Spectrogram 1,1,147,150,0,15000,Green Warbler,grnwar1,0.511,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,147
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6111,NA,NA,,,Eliza,3068,Spectrogram 1,1,171,174,0,15000,Green Warbler,grnwar1,0.5707,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,171
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6112,NA,NA,,,Eliza,3069,Spectrogram 1,1,180,183,0,15000,Green Warbler,grnwar1,0.8586,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,180
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6113,NA,NA,,,Eliza,3070,Spectrogram 1,1,186,189,0,15000,Green Warbler,grnwar1,0.8347,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,186
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6115,NA,NA,,,Eliza,3072,Spectrogram 1,1,192,195,0,15000,Green Warbler,grnwar1,0.9342,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,192
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6116,NA,NA,,,Eliza,3073,Spectrogram 1,1,195,198,0,15000,Green Warbler,grnwar1,0.8132,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,195
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6117,NA,NA,,,Eliza,3074,Spectrogram 1,1,198,201,0,15000,Green Warbler,grnwar1,0.5444,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,198
21.614,9001000,20240127_113000,2024-01-27 11:30:00,TRUE,6118,TRUE,1,Green,,Eliza,3075,Spectrogram 1,1,201,204,0,15000,Green Warbler,grnwar1,0.6033,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,201
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6119,NA,NA,,,Eliza,3076,Spectrogram 1,1,204,207,0,15000,Green Warbler,grnwar1,0.5366,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,204
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6120,NA,NA,,,Eliza,3077,Spectrogram 1,1,207,210,0,15000,Green Warbler,grnwar1,0.8834,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,207
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6121,NA,NA,,,Eliza,3078,Spectrogram 1,1,210,213,0,15000,Green Warbler,grnwar1,0.9672,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,210
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6122,NA,NA,,,Eliza,3079,Spectrogram 1,1,216,219,0,15000,Green Warbler,grnwar1,0.97,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,216
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6123,NA,NA,,,Eliza,3080,Spectrogram 1,1,219,222,0,15000,Green Warbler,grnwar1,0.874,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,219
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6125,NA,NA,,,Eliza,3082,Spectrogram 1,1,222,225,0,15000,Green Warbler,grnwar1,0.8848,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,222
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6126,NA,NA,,,Eliza,3083,Spectrogram 1,1,225,228,0,15000,Green Warbler,grnwar1,0.5549,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,225
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6127,NA,NA,,,Eliza,3084,Spectrogram 1,1,228,231,0,15000,Green Warbler,grnwar1,0.8139,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,228
21.614,9001000,20240127_113000,2024-01-27 11:30:00,TRUE,6128,TRUE,1,Green,,Eliza,3085,Spectrogram 1,1,231,234,0,15000,Green Warbler,grnwar1,0.7763,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,231
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6129,NA,NA,,,Eliza,3086,Spectrogram 1,1,234,237,0,15000,Green Warbler,grnwar1,0.8635,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,234
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6130,NA,NA,,,Eliza,3087,Spectrogram 1,1,243,246,0,15000,Green Warbler,grnwar1,0.6649,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,243
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6132,NA,NA,,,Eliza,3089,Spectrogram 1,1,264,267,0,15000,Green Warbler,grnwar1,0.6213,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,264
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6133,NA,NA,,,Eliza,3090,Spectrogram 1,1,270,273,0,15000,Green Warbler,grnwar1,0.7079,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,270
21.614,9001000,20240127_113000,2024-01-27 11:30:00,FALSE,6134,NA,NA,,,Eliza,3091,Spectrogram 1,1,279,282,0,15000,Green Warbler,grnwar1,0.8049,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_113000.WAV,279
22.615,9001000,20240127_123000,2024-01-27 12:30:00,FALSE,6137,NA,NA,,,Eliza,3094,Spectrogram 1,1,252,255,0,15000,Green Warbler,grnwar1,0.6222,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_123000.WAV,252
23.115,9001000,20240127_153000,2024-01-27 15:30:00,FALSE,6138,NA,NA,,,Eliza,3095,Spectrogram 1,1,3,6,0,15000,Green Warbler,grnwar1,0.6081,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_153000.WAV,3
23.115,9001000,20240127_153000,2024-01-27 15:30:00,FALSE,6139,NA,NA,,,Eliza,3096,Spectrogram 1,1,9,12,0,15000,Green Warbler,grnwar1,0.5312,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_153000.WAV,9
23.115,9001000,20240127_153000,2024-01-27 15:30:00,FALSE,6140,NA,NA,,,Eliza,3097,Spectrogram 1,1,132,135,0,15000,Green Warbler,grnwar1,0.6039,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240127_153000.WAV,132
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6143,NA,NA,,,Eliza,3100,Spectrogram 1,1,126,129,0,15000,Green Warbler,grnwar1,0.7818,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,126
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6144,NA,NA,,,Eliza,3101,Spectrogram 1,1,129,132,0,15000,Green Warbler,grnwar1,0.5726,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,129
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6145,NA,NA,,,Eliza,3102,Spectrogram 1,1,174,177,0,15000,Green Warbler,grnwar1,0.8564,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,174
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6146,NA,NA,,,Eliza,3103,Spectrogram 1,1,180,183,0,15000,Green Warbler,grnwar1,0.8184,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,180
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6147,NA,NA,,,Eliza,3104,Spectrogram 1,1,183,186,0,15000,Green Warbler,grnwar1,0.808,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,183
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6148,NA,NA,,,Eliza,3105,Spectrogram 1,1,186,189,0,15000,Green Warbler,grnwar1,0.8566,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,186
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6149,NA,NA,,,Eliza,3106,Spectrogram 1,1,195,198,0,15000,Green Warbler,grnwar1,0.9075,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,195
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6150,NA,NA,,,Eliza,3107,Spectrogram 1,1,201,204,0,15000,Green Warbler,grnwar1,0.9366,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,201
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6151,NA,NA,,,Eliza,3108,Spectrogram 1,1,207,210,0,15000,Green Warbler,grnwar1,0.6675,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,207
16.109,9001000,20240128_073000,2024-01-28 07:30:00,TRUE,6152,TRUE,1,Green,,Eliza,3109,Spectrogram 1,1,225,228,0,15000,Green Warbler,grnwar1,0.8858,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,225
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6153,NA,NA,,,Eliza,3110,Spectrogram 1,1,237,240,0,15000,Green Warbler,grnwar1,0.6691,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,237
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6154,NA,NA,,,Eliza,3111,Spectrogram 1,1,249,252,0,15000,Green Warbler,grnwar1,0.708,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,249
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6155,NA,NA,,,Eliza,3112,Spectrogram 1,1,276,279,0,15000,Green Warbler,grnwar1,0.8523,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,276
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6156,NA,NA,,,Eliza,3113,Spectrogram 1,1,279,282,0,15000,Green Warbler,grnwar1,0.5366,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,279
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6157,NA,NA,,,Eliza,3114,Spectrogram 1,1,291,294,0,15000,Green Warbler,grnwar1,0.5921,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,291
16.109,9001000,20240128_073000,2024-01-28 07:30:00,FALSE,6158,NA,NA,,,Eliza,3115,Spectrogram 1,1,297,300,0,15000,Green Warbler,grnwar1,0.8949,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_073000.WAV,297
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6159,NA,NA,,,Eliza,3116,Spectrogram 1,1,0,3,0,15000,Green Warbler,grnwar1,0.7079,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,0
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6160,NA,NA,,,Eliza,3117,Spectrogram 1,1,3,6,0,15000,Green Warbler,grnwar1,0.7972,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,3
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6161,NA,NA,,,Eliza,3118,Spectrogram 1,1,12,15,0,15000,Green Warbler,grnwar1,0.6259,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,12
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6162,NA,NA,,,Eliza,3119,Spectrogram 1,1,15,18,0,15000,Green Warbler,grnwar1,0.655,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,15
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6163,NA,NA,,,Eliza,3120,Spectrogram 1,1,18,21,0,15000,Green Warbler,grnwar1,0.8143,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,18
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6164,NA,NA,,,Eliza,3121,Spectrogram 1,1,21,24,0,15000,Green Warbler,grnwar1,0.9438,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,21
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6165,NA,NA,,,Eliza,3122,Spectrogram 1,1,24,27,0,15000,Green Warbler,grnwar1,0.649,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,24
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6166,NA,NA,,,Eliza,3123,Spectrogram 1,1,30,33,0,15000,Green Warbler,grnwar1,0.9291,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,30
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6167,NA,NA,,,Eliza,3124,Spectrogram 1,1,33,36,0,15000,Green Warbler,grnwar1,0.9553,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,33
21.114,9001000,20240128_103000,2024-01-28 10:30:00,TRUE,6168,TRUE,1,Green,,Eliza,3125,Spectrogram 1,1,36,39,0,15000,Green Warbler,grnwar1,0.8326,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,36
21.114,9001000,20240128_103000,2024-01-28 10:30:00,TRUE,6169,TRUE,1,Green,,Eliza,3126,Spectrogram 1,1,42,45,0,15000,Green Warbler,grnwar1,0.6952,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,42
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6170,NA,NA,,,Eliza,3127,Spectrogram 1,1,45,48,0,15000,Green Warbler,grnwar1,0.9427,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,45
21.114,9001000,20240128_103000,2024-01-28 10:30:00,TRUE,6171,TRUE,1,Green,,Eliza,3128,Spectrogram 1,1,48,51,0,15000,Green Warbler,grnwar1,0.8988,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,48
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6172,NA,NA,,,Eliza,3129,Spectrogram 1,1,51,54,0,15000,Green Warbler,grnwar1,0.9935,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,51
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6173,NA,NA,,,Eliza,3130,Spectrogram 1,1,54,57,0,15000,Green Warbler,grnwar1,0.6031,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,54
21.114,9001000,20240128_103000,2024-01-28 10:30:00,FALSE,6174,NA,NA,,,Eliza,3131,Spectrogram 1,1,57,60,0,15000,Green Warbler,grnwar1,0.9737,/Volumes/01-valparai-VR/elevational-gradients/acoustic-data/NILEAST_A_0900_1000_90101/20240128_103000.WAV,57
